name,currency,date,tenor,rate
GBP_LIBOR_BBA,GBP,"[2017,1,25]",1M,0.26238
GBP_LIBOR_BBA,GBP,"[2017,1,26]",1M,0.26538
GBP_LIBOR_BBA,GBP,"[2017,1,27]",1M,0.26825
GBP_LIBOR_BBA,GBP,"[2017,1,28]",1M,0.2605
GBP_LIBOR_BBA,GBP,"[2017,1,29]",1M,0.25988
GBP_LIBOR_BBA,GBP,"[2017,1,30]",1M,0.26638
GBP_LIBOR_BBA,GBP,"[2017,1,31]",1M,0.26338
GBP_LIBOR_BBA,GBP,"[2017,2,1]",1M,0.26119
GBP_LIBOR_BBA,GBP,"[2017,2,2]",1M,0.25869
GBP_LIBOR_BBA,GBP,"[2017,2,3]",1M,0.25869
GBP_LIBOR_BBA,GBP,"[2017,2,4]",1M,0.25588
GBP_LIBOR_BBA,GBP,"[2017,2,5]",1M,0.25738
GBP_LIBOR_BBA,GBP,"[2017,2,6]",1M,0.25738
GBP_LIBOR_BBA,GBP,"[2017,2,7]",1M,0.26475
GBP_LIBOR_BBA,GBP,"[2017,2,8]",1M,0.2575
GBP_LIBOR_BBA,GBP,"[2017,2,9]",1M,0.2655
GBP_LIBOR_BBA,GBP,"[2017,2,10]",1M,0.25738
GBP_LIBOR_BBA,GBP,"[2017,2,11]",1M,0.25863
GBP_LIBOR_BBA,GBP,"[2017,2,12]",1M,0.26463
GBP_LIBOR_BBA,GBP,"[2017,2,13]",1M,0.26263
GBP_LIBOR_BBA,GBP,"[2017,2,14]",1M,0.25988
GBP_LIBOR_BBA,GBP,"[2017,2,15]",1M,0.2565
GBP_LIBOR_BBA,GBP,"[2017,2,16]",1M,0.2635
GBP_LIBOR_BBA,GBP,"[2017,2,17]",1M,0.25913
GBP_LIBOR_BBA,GBP,"[2017,2,18]",1M,0.25625
GBP_LIBOR_BBA,GBP,"[2017,2,19]",1M,0.26325
GBP_LIBOR_BBA,GBP,"[2017,2,20]",1M,0.26481
GBP_LIBOR_BBA,GBP,"[2017,2,21]",1M,0.26013
GBP_LIBOR_BBA,GBP,"[2017,2,22]",1M,0.25881
GBP_LIBOR_BBA,GBP,"[2017,2,23]",1M,0.25988
GBP_LIBOR_BBA,GBP,"[2017,2,24]",1M,0.26531
GBP_LIBOR_BBA,GBP,"[2017,2,25]",1M,0.25638
GBP_LIBOR_BBA,GBP,"[2017,2,26]",1M,0.25744
GBP_LIBOR_BBA,GBP,"[2017,2,27]",1M,0.25719
GBP_LIBOR_BBA,GBP,"[2017,2,28]",1M,0.257
GBP_LIBOR_BBA,GBP,"[2017,3,1]",1M,0.26281
GBP_LIBOR_BBA,GBP,"[2017,3,2]",1M,0.26513
GBP_LIBOR_BBA,GBP,"[2017,3,3]",1M,0.26113
GBP_LIBOR_BBA,GBP,"[2017,3,4]",1M,0.25913
GBP_LIBOR_BBA,GBP,"[2017,3,5]",1M,0.26125
GBP_LIBOR_BBA,GBP,"[2017,3,6]",1M,0.25788
GBP_LIBOR_BBA,GBP,"[2017,3,7]",1M,0.25563
GBP_LIBOR_BBA,GBP,"[2017,3,8]",1M,0.26163
GBP_LIBOR_BBA,GBP,"[2017,3,9]",1M,0.25975
GBP_LIBOR_BBA,GBP,"[2017,3,10]",1M,0.25981
GBP_LIBOR_BBA,GBP,"[2017,3,11]",1M,0.26281
GBP_LIBOR_BBA,GBP,"[2017,3,12]",1M,0.25763
GBP_LIBOR_BBA,GBP,"[2017,3,13]",1M,0.25525
GBP_LIBOR_BBA,GBP,"[2017,3,14]",1M,0.25444
GBP_LIBOR_BBA,GBP,"[2017,3,15]",1M,0.25631
GBP_LIBOR_BBA,GBP,"[2017,3,16]",1M,0.25844
GBP_LIBOR_BBA,GBP,"[2017,3,17]",1M,0.25219
GBP_LIBOR_BBA,GBP,"[2017,3,18]",1M,0.2555
GBP_LIBOR_BBA,GBP,"[2017,3,19]",1M,0.25788
GBP_LIBOR_BBA,GBP,"[2017,3,20]",1M,0.26275
GBP_LIBOR_BBA,GBP,"[2017,3,21]",1M,0.25338
GBP_LIBOR_BBA,GBP,"[2017,3,22]",1M,0.25238
GBP_LIBOR_BBA,GBP,"[2017,3,23]",1M,0.258
GBP_LIBOR_BBA,GBP,"[2017,3,24]",1M,0.253
GBP_LIBOR_BBA,GBP,"[2017,3,25]",1M,0.26131
GBP_LIBOR_BBA,GBP,"[2017,3,26]",1M,0.254
GBP_LIBOR_BBA,GBP,"[2017,3,27]",1M,0.25863
GBP_LIBOR_BBA,GBP,"[2017,3,28]",1M,0.25306
GBP_LIBOR_BBA,GBP,"[2017,3,29]",1M,0.26169
GBP_LIBOR_BBA,GBP,"[2017,3,30]",1M,0.26231
GBP_LIBOR_BBA,GBP,"[2017,3,31]",1M,0.25469
GBP_LIBOR_BBA,GBP,"[2017,4,1]",1M,0.25094
GBP_LIBOR_BBA,GBP,"[2017,4,2]",1M,0.25738
GBP_LIBOR_BBA,GBP,"[2017,4,3]",1M,0.26288
GBP_LIBOR_BBA,GBP,"[2017,4,4]",1M,0.26575
GBP_LIBOR_BBA,GBP,"[2017,4,5]",1M,0.25638
GBP_LIBOR_BBA,GBP,"[2017,4,6]",1M,0.25863
GBP_LIBOR_BBA,GBP,"[2017,4,7]",1M,0.26094
GBP_LIBOR_BBA,GBP,"[2017,4,8]",1M,0.26044
GBP_LIBOR_BBA,GBP,"[2017,4,9]",1M,0.25869
GBP_LIBOR_BBA,GBP,"[2017,4,10]",1M,0.25619
GBP_LIBOR_BBA,GBP,"[2017,4,11]",1M,0.2585
GBP_LIBOR_BBA,GBP,"[2017,4,12]",1M,0.25706
GBP_LIBOR_BBA,GBP,"[2017,4,13]",1M,0.261
GBP_LIBOR_BBA,GBP,"[2017,4,14]",1M,0.25938
GBP_LIBOR_BBA,GBP,"[2017,4,15]",1M,0.25438
GBP_LIBOR_BBA,GBP,"[2017,4,16]",1M,0.256
GBP_LIBOR_BBA,GBP,"[2017,4,17]",1M,0.26038
GBP_LIBOR_BBA,GBP,"[2017,4,18]",1M,0.263
GBP_LIBOR_BBA,GBP,"[2017,4,19]",1M,0.26506
GBP_LIBOR_BBA,GBP,"[2017,4,20]",1M,0.25856
GBP_LIBOR_BBA,GBP,"[2017,4,21]",1M,0.25513
GBP_LIBOR_BBA,GBP,"[2017,4,22]",1M,0.26119
GBP_LIBOR_BBA,GBP,"[2017,4,23]",1M,0.2595
GBP_LIBOR_BBA,GBP,"[2017,4,24]",1M,0.25956
GBP_LIBOR_BBA,GBP,"[2017,4,25]",1M,0.25488
GBP_LIBOR_BBA,GBP,"[2017,4,26]",1M,0.25431
GBP_LIBOR_BBA,GBP,"[2017,4,27]",1M,0.25588
GBP_LIBOR_BBA,GBP,"[2017,4,28]",1M,0.2565
GBP_LIBOR_BBA,GBP,"[2017,4,29]",1M,0.26413
GBP_LIBOR_BBA,GBP,"[2017,4,30]",1M,0.2585
GBP_LIBOR_BBA,GBP,"[2017,5,1]",1M,0.256
GBP_LIBOR_BBA,GBP,"[2017,5,2]",1M,0.25613
GBP_LIBOR_BBA,GBP,"[2017,5,3]",1M,0.25956
GBP_LIBOR_BBA,GBP,"[2017,5,4]",1M,0.25131
GBP_LIBOR_BBA,GBP,"[2017,5,5]",1M,0.25263
GBP_LIBOR_BBA,GBP,"[2017,5,6]",1M,0.2615
GBP_LIBOR_BBA,GBP,"[2017,5,7]",1M,0.25844
GBP_LIBOR_BBA,GBP,"[2017,5,8]",1M,0.25344
GBP_LIBOR_BBA,GBP,"[2017,5,9]",1M,0.25763
GBP_LIBOR_BBA,GBP,"[2017,5,10]",1M,0.25138
GBP_LIBOR_BBA,GBP,"[2017,5,11]",1M,0.25331
GBP_LIBOR_BBA,GBP,"[2017,5,12]",1M,0.25731
GBP_LIBOR_BBA,GBP,"[2017,5,13]",1M,0.26031
GBP_LIBOR_BBA,GBP,"[2017,5,14]",1M,0.25931
GBP_LIBOR_BBA,GBP,"[2017,5,15]",1M,0.25563
GBP_LIBOR_BBA,GBP,"[2017,5,16]",1M,0.26013
GBP_LIBOR_BBA,GBP,"[2017,5,17]",1M,0.25588
GBP_LIBOR_BBA,GBP,"[2017,5,18]",1M,0.25619
GBP_LIBOR_BBA,GBP,"[2017,5,19]",1M,0.25588
GBP_LIBOR_BBA,GBP,"[2017,5,20]",1M,0.24888
GBP_LIBOR_BBA,GBP,"[2017,5,21]",1M,0.25744
GBP_LIBOR_BBA,GBP,"[2017,5,22]",1M,0.25788
GBP_LIBOR_BBA,GBP,"[2017,5,23]",1M,0.24919
GBP_LIBOR_BBA,GBP,"[2017,5,24]",1M,0.25969
GBP_LIBOR_BBA,GBP,"[2017,5,25]",1M,0.25406
GBP_LIBOR_BBA,GBP,"[2017,5,26]",1M,0.255
GBP_LIBOR_BBA,GBP,"[2017,5,27]",1M,0.2635
GBP_LIBOR_BBA,GBP,"[2017,5,28]",1M,0.25425
GBP_LIBOR_BBA,GBP,"[2017,5,29]",1M,0.25769
GBP_LIBOR_BBA,GBP,"[2017,5,30]",1M,0.2535
GBP_LIBOR_BBA,GBP,"[2017,5,31]",1M,0.2605
GBP_LIBOR_BBA,GBP,"[2017,6,1]",1M,0.25938
GBP_LIBOR_BBA,GBP,"[2017,6,2]",1M,0.25813
GBP_LIBOR_BBA,GBP,"[2017,6,3]",1M,0.25694
GBP_LIBOR_BBA,GBP,"[2017,6,4]",1M,0.25975
GBP_LIBOR_BBA,GBP,"[2017,6,5]",1M,0.25738
GBP_LIBOR_BBA,GBP,"[2017,6,6]",1M,0.25213
GBP_LIBOR_BBA,GBP,"[2017,6,7]",1M,0.26325
GBP_LIBOR_BBA,GBP,"[2017,6,8]",1M,0.25425
GBP_LIBOR_BBA,GBP,"[2017,6,9]",1M,0.258
GBP_LIBOR_BBA,GBP,"[2017,6,10]",1M,0.26163
GBP_LIBOR_BBA,GBP,"[2017,6,11]",1M,0.27
GBP_LIBOR_BBA,GBP,"[2017,6,12]",1M,0.27675
GBP_LIBOR_BBA,GBP,"[2017,6,13]",1M,0.27075
GBP_LIBOR_BBA,GBP,"[2017,6,14]",1M,0.2775
GBP_LIBOR_BBA,GBP,"[2017,6,15]",1M,0.28225
GBP_LIBOR_BBA,GBP,"[2017,6,16]",1M,0.28825
GBP_LIBOR_BBA,GBP,"[2017,6,17]",1M,0.29438
GBP_LIBOR_BBA,GBP,"[2017,6,18]",1M,0.29338
GBP_LIBOR_BBA,GBP,"[2017,6,19]",1M,0.30644
GBP_LIBOR_BBA,GBP,"[2017,6,20]",1M,0.30925
GBP_LIBOR_BBA,GBP,"[2017,6,21]",1M,0.31236
GBP_LIBOR_BBA,GBP,"[2017,6,22]",1M,0.31963
GBP_LIBOR_BBA,GBP,"[2017,6,23]",1M,0.31904
GBP_LIBOR_BBA,GBP,"[2017,6,24]",1M,0.33281
GBP_LIBOR_BBA,GBP,"[2017,6,25]",1M,0.33763
GBP_LIBOR_BBA,GBP,"[2017,6,26]",1M,0.35764
GBP_LIBOR_BBA,GBP,"[2017,6,27]",1M,0.36776
GBP_LIBOR_BBA,GBP,"[2017,6,28]",1M,0.3755
GBP_LIBOR_BBA,GBP,"[2017,6,29]",1M,0.39638
GBP_LIBOR_BBA,GBP,"[2017,6,30]",1M,0.41263
GBP_LIBOR_BBA,GBP,"[2017,7,1]",1M,0.42616
GBP_LIBOR_BBA,GBP,"[2017,7,2]",1M,0.44325
GBP_LIBOR_BBA,GBP,"[2017,7,3]",1M,0.49825
GBP_LIBOR_BBA,GBP,"[2017,7,4]",1M,0.50325
GBP_LIBOR_BBA,GBP,"[2017,7,5]",1M,0.49975
GBP_LIBOR_BBA,GBP,"[2017,7,6]",1M,0.49875
GBP_LIBOR_BBA,GBP,"[2017,7,7]",1M,0.5
GBP_LIBOR_BBA,GBP,"[2017,7,8]",1M,0.50088
GBP_LIBOR_BBA,GBP,"[2017,7,9]",1M,0.49488
GBP_LIBOR_BBA,GBP,"[2017,7,10]",1M,0.49706
GBP_LIBOR_BBA,GBP,"[2017,7,11]",1M,0.50631
GBP_LIBOR_BBA,GBP,"[2017,7,12]",1M,0.4965
GBP_LIBOR_BBA,GBP,"[2017,7,13]",1M,0.4955
GBP_LIBOR_BBA,GBP,"[2017,7,14]",1M,0.50169
GBP_LIBOR_BBA,GBP,"[2017,7,15]",1M,0.49619
GBP_LIBOR_BBA,GBP,"[2017,7,16]",1M,0.50444
GBP_LIBOR_BBA,GBP,"[2017,7,17]",1M,0.5045
GBP_LIBOR_BBA,GBP,"[2017,7,18]",1M,0.49875
GBP_LIBOR_BBA,GBP,"[2017,7,19]",1M,0.4985
GBP_LIBOR_BBA,GBP,"[2017,7,20]",1M,0.49588
GBP_LIBOR_BBA,GBP,"[2017,7,21]",1M,0.49794
GBP_LIBOR_BBA,GBP,"[2017,7,22]",1M,0.50081
GBP_LIBOR_BBA,GBP,"[2017,7,23]",1M,0.48994
GBP_LIBOR_BBA,GBP,"[2017,7,24]",1M,0.499
GBP_LIBOR_BBA,GBP,"[2017,7,25]",1M,0.49969
GBP_LIBOR_BBA,GBP,"[2017,7,26]",1M,0.5
GBP_LIBOR_BBA,GBP,"[2017,7,27]",1M,0.50763
GBP_LIBOR_BBA,GBP,"[2017,7,28]",1M,0.49975
GBP_LIBOR_BBA,GBP,"[2017,7,29]",1M,0.49344
GBP_LIBOR_BBA,GBP,"[2017,7,30]",1M,0.49969
GBP_LIBOR_BBA,GBP,"[2017,7,31]",1M,0.49594
GBP_LIBOR_BBA,GBP,"[2017,8,1]",1M,0.50144
GBP_LIBOR_BBA,GBP,"[2017,8,2]",1M,0.49419
GBP_LIBOR_BBA,GBP,"[2017,8,3]",1M,0.49944
GBP_LIBOR_BBA,GBP,"[2017,8,4]",1M,0.499
GBP_LIBOR_BBA,GBP,"[2017,8,5]",1M,0.4975
GBP_LIBOR_BBA,GBP,"[2017,8,6]",1M,0.50675
GBP_LIBOR_BBA,GBP,"[2017,8,7]",1M,0.49938
GBP_LIBOR_BBA,GBP,"[2017,8,8]",1M,0.49863
GBP_LIBOR_BBA,GBP,"[2017,8,9]",1M,0.49406
GBP_LIBOR_BBA,GBP,"[2017,8,10]",1M,0.50519
GBP_LIBOR_BBA,GBP,"[2017,8,11]",1M,0.50581
GBP_LIBOR_BBA,GBP,"[2017,8,12]",1M,0.49969
GBP_LIBOR_BBA,GBP,"[2017,8,13]",1M,0.49394
GBP_LIBOR_BBA,GBP,"[2017,8,14]",1M,0.49131
GBP_LIBOR_BBA,GBP,"[2017,8,15]",1M,0.49831
GBP_LIBOR_BBA,GBP,"[2017,8,16]",1M,0.49919
GBP_LIBOR_BBA,GBP,"[2017,8,17]",1M,0.50494
GBP_LIBOR_BBA,GBP,"[2017,8,18]",1M,0.50019
GBP_LIBOR_BBA,GBP,"[2017,8,19]",1M,0.50413
GBP_LIBOR_BBA,GBP,"[2017,8,20]",1M,0.50869
GBP_LIBOR_BBA,GBP,"[2017,8,21]",1M,0.49656
GBP_LIBOR_BBA,GBP,"[2017,8,22]",1M,0.50638
GBP_LIBOR_BBA,GBP,"[2017,8,23]",1M,0.50519
GBP_LIBOR_BBA,GBP,"[2017,8,24]",1M,0.49863
GBP_LIBOR_BBA,GBP,"[2017,8,25]",1M,0.507
GBP_LIBOR_BBA,GBP,"[2017,8,26]",1M,0.50075
GBP_LIBOR_BBA,GBP,"[2017,8,27]",1M,0.49431
GBP_LIBOR_BBA,GBP,"[2017,8,28]",1M,0.49619
GBP_LIBOR_BBA,GBP,"[2017,8,29]",1M,0.50106
GBP_LIBOR_BBA,GBP,"[2017,8,30]",1M,0.50181
GBP_LIBOR_BBA,GBP,"[2017,8,31]",1M,0.49727
GBP_LIBOR_BBA,GBP,"[2017,9,1]",1M,0.49514
GBP_LIBOR_BBA,GBP,"[2017,9,2]",1M,0.49652
GBP_LIBOR_BBA,GBP,"[2017,9,3]",1M,0.50151
GBP_LIBOR_BBA,GBP,"[2017,9,4]",1M,0.50534
GBP_LIBOR_BBA,GBP,"[2017,9,5]",1M,0.49486
GBP_LIBOR_BBA,GBP,"[2017,9,6]",1M,0.49663
GBP_LIBOR_BBA,GBP,"[2017,9,7]",1M,0.49396
GBP_LIBOR_BBA,GBP,"[2017,9,8]",1M,0.49738
GBP_LIBOR_BBA,GBP,"[2017,9,9]",1M,0.49833
GBP_LIBOR_BBA,GBP,"[2017,9,10]",1M,0.50044
GBP_LIBOR_BBA,GBP,"[2017,9,11]",1M,0.49594
GBP_LIBOR_BBA,GBP,"[2017,9,12]",1M,0.49631
GBP_LIBOR_BBA,GBP,"[2017,9,13]",1M,0.50306
GBP_LIBOR_BBA,GBP,"[2017,9,14]",1M,0.49769
GBP_LIBOR_BBA,GBP,"[2017,9,15]",1M,0.49488
GBP_LIBOR_BBA,GBP,"[2017,9,16]",1M,0.49881
GBP_LIBOR_BBA,GBP,"[2017,9,17]",1M,0.50425
GBP_LIBOR_BBA,GBP,"[2017,9,18]",1M,0.49838
GBP_LIBOR_BBA,GBP,"[2017,9,19]",1M,0.49938
GBP_LIBOR_BBA,GBP,"[2017,9,20]",1M,0.49881
GBP_LIBOR_BBA,GBP,"[2017,9,21]",1M,0.50663
GBP_LIBOR_BBA,GBP,"[2017,9,22]",1M,0.50163
GBP_LIBOR_BBA,GBP,"[2017,9,23]",1M,0.50688
